issue_key,comment_id,comment_created_datetimetz,comment_updated_datetimetz,comment_author_id,comment_author_name,comment_author_timezone,comment_author_update_id,comment_author_update_name,comment_author_update_timezone,comment_body,project
HELIX-718,16537622,2018-07-09T21:23:14.397+0000,2018-07-09T21:23:14.397+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/220

    [HELIX-718] implement TaskAssignResult

    Implement TaskAssignResult as a part of task assigner

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/task-assign-result

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/220.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #220
    
----
commit 701947d5a033792f21dd2796a29577702782fd26
Author: Harry Zhang <hrzhang@...>
Date:   2018-07-09T21:22:20Z

    [HELIX-718] implement TaskAssignResult

----
",helix
HELIX-718,16537706,2018-07-09T22:24:48.823+0000,2018-07-09T22:24:48.823+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/220
",helix
HELIX-718,16537711,2018-07-09T22:29:44.878+0000,2018-07-09T22:29:44.878+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1488 (See [https://builds.apache.org/job/helix/1488/])
[HELIX-718] implement TaskAssignResult (hrzhang: rev 442cd096dd82ae0b2ee72232025b1972aced7cd9)
* (edit) helix-core/src/main/java/org/apache/helix/task/assigner/TaskAssignResult.java
",helix
HELIX-718,16537739,2018-07-09T22:50:48.850+0000,2018-07-09T22:50:48.850+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/222

    [HELIX-718] implement AssignableInstance

    Implement AssignableInstance and related tests as a part of task assigner

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/assignable-instance

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/222.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #222
    
----
commit 2049f93abe8e56a754e4880a9157959ef24cd89e
Author: Harry Zhang <hrzhang@...>
Date:   2018-07-09T22:49:33Z

    [HELIX-718] implement AssignableInstance

----
",helix
HELIX-718,16537747,2018-07-09T22:56:38.587+0000,2018-07-09T22:56:38.587+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/222
",helix
HELIX-718,16537755,2018-07-09T23:02:54.371+0000,2018-07-09T23:02:54.371+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/223

    [HELIX-718] provide a method in AssignableInstance to set current assignment

    This is required when an assignable instance is initialized, it needs to recover its current states

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/assignable-instance

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/223.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #223
    
----
commit e44b29e03ef4c807e940cde717ed2f6fff58a273
Author: Harry Zhang <hrzhang@...>
Date:   2018-07-09T22:59:27Z

    [HELIX-718] provide a method in AssignableInstance to set current assignments

----
",helix
HELIX-718,16537761,2018-07-09T23:05:08.569+0000,2018-07-09T23:05:08.569+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/224

    [HELIX-718] implement ThreadCountBasedTaskAssigner

    In this RB, I implemented a thread count based task assigner that is optimized for short-term use cases. It assumes:
    - All tasks to assign have same quota type
    - All tasks to assign requires only 1 thread
    
    
    The algorithms did best effort that tasks with same type / same job are spread out: i.e.
    - if there are 3 nodes, each has 10 threads for each quota type A, B, and C
    - node1 is empty, node2 and node3 each has 5 typeB tasks and 5 typeC tasks running
    => when 3 typeA tasks are to be assigned, it will assign 1 typeA task to each node rather than squeeze all 3 typeA tasks to node1.
    
    
    
    Added tests for the assigner. Below is the profiling results, each result takes average of 100 trails:
    
    
    Assign 50K tasks onto 1K nodes:
    
    testing batch size: 10000
    Average time: 118ms
    testing batch size: 5000
    Average time: 114ms
    testing batch size: 2000
    Average time: 117ms
    testing batch size: 1000
    Average time: 119ms
    testing batch size: 500
    Average time: 123ms
    testing batch size: 100
    Average time: 182ms
    
    
    
    Assign 10K tasks onto 1K nodes:
    
    testing batch size: 10000
    Average time: 25ms
    testing batch size: 5000
    Average time: 21ms
    testing batch size: 2000
    Average time: 22ms
    testing batch size: 1000
    Average time: 25ms
    testing batch size: 500
    Average time: 22ms
    testing batch size: 100
    Average time: 34ms

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/simple-assigner

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/224.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #224
    
----
commit 6cb574d5aea6ca9cb9e6b5184bc80cb5e05d53b8
Author: Harry Zhang <hrzhang@...>
Date:   2018-07-09T23:04:19Z

    [HELIX-718] implement ThreadCountBasedTaskAssigner

----
",helix
HELIX-718,16537764,2018-07-09T23:08:43.924+0000,2018-07-09T23:08:43.924+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1491 (See [https://builds.apache.org/job/helix/1491/])
[HELIX-718] implement AssignableInstance (hrzhang: rev 2049f93abe8e56a754e4880a9157959ef24cd89e)
* (edit) helix-core/src/main/java/org/apache/helix/task/assigner/TaskAssignResult.java
* (edit) helix-core/src/main/java/org/apache/helix/task/assigner/TaskAssigner.java
* (add) helix-core/src/test/java/org/apache/helix/task/assigner/TestAssignableInstance.java
* (edit) helix-core/src/main/java/org/apache/helix/task/assigner/AssignableInstance.java
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskConfig.java
",helix
HELIX-718,16537784,2018-07-09T23:36:41.055+0000,2018-07-09T23:36:41.055+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/223
",helix
HELIX-718,16537786,2018-07-09T23:39:55.759+0000,2018-07-09T23:39:55.759+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1492 (See [https://builds.apache.org/job/helix/1492/])
[HELIX-718] provide a method in AssignableInstance to set current (hrzhang: rev e44b29e03ef4c807e940cde717ed2f6fff58a273)
* (edit) helix-core/src/main/java/org/apache/helix/task/assigner/AssignableInstance.java
* (edit) helix-core/src/test/java/org/apache/helix/task/assigner/TestAssignableInstance.java
",helix
HELIX-718,16537787,2018-07-09T23:40:38.637+0000,2018-07-09T23:40:38.637+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/224
",helix
HELIX-718,16537791,2018-07-09T23:43:42.674+0000,2018-07-09T23:43:42.674+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1493 (See [https://builds.apache.org/job/helix/1493/])
[HELIX-718] implement ThreadCountBasedTaskAssigner (hrzhang: rev 4c3ad2aecc07de97d5f1976a61858ddbe2f836ed)
* (add) helix-core/src/test/java/org/apache/helix/task/assigner/AssignerTestBase.java
* (add) helix-core/src/test/java/org/apache/helix/task/assigner/TestThreadCountBasedTaskAssigner.java
* (edit) helix-core/src/test/java/org/apache/helix/task/assigner/TestAssignableInstance.java
* (edit) helix-core/src/main/java/org/apache/helix/task/assigner/TaskAssignResult.java
* (add) helix-core/src/main/java/org/apache/helix/task/assigner/ThreadCountBasedTaskAssigner.java
",helix
HELIX-717,16537601,2018-07-09T21:13:46.801+0000,2018-07-09T21:13:46.801+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/219

    [HELIX-717] Add api for get / set quota type, ratio and participant capacity

    Add api for get / set quota type, ratio and participant capacity

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/task-quota

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/219.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #219
    
----
commit 9ff603e9c39b53d5035cccb31fcf6edf82d97f18
Author: Harry Zhang <hrzhang@...>
Date:   2018-07-09T21:07:56Z

    [HELIX-717] Add api for get / set quota type, ratio and participant capacity

----
",helix
HELIX-717,16537690,2018-07-09T22:18:36.236+0000,2018-07-09T22:18:36.236+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/219
",helix
HELIX-717,16537699,2018-07-09T22:22:21.197+0000,2018-07-09T22:22:21.197+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1486 (See [https://builds.apache.org/job/helix/1486/])
[HELIX-717] Add api for get / set quota type, ratio and participant (hrzhang: rev 4c7661017e856c42b69356665b908444f589fe2c)
* (edit) helix-core/src/main/java/org/apache/helix/model/ClusterConfig.java
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskConfig.java
* (edit) helix-core/src/main/java/org/apache/helix/model/LiveInstance.java
",helix
HELIX-716,16537795,2018-07-09T23:47:07.255+0000,2018-07-09T23:47:07.255+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1494 (See [https://builds.apache.org/job/helix/1494/])
[HELIX-716] [HELIX] Make downward load balance also be subject to (narendly: rev dd3be71c9423eea8283bda6819beb76edecf1fb2)
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/IntermediateStateCalcStage.java
* (edit) helix-core/src/test/java/org/apache/helix/integration/TestPartitionMovementThrottle.java
",helix
HELIX-715,16537593,2018-07-09T21:04:18.596+0000,2018-07-09T21:04:18.596+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1485 (See [https://builds.apache.org/job/helix/1485/])
[HELIX-715] Add NOP classes for quota management support (narendly: rev ebbd6ba2ed57e75e5fe3506aa6fcd9f5938330fd)
* (add) helix-core/src/main/java/org/apache/helix/task/assigner/AssignableInstance.java
* (add) helix-core/src/main/java/org/apache/helix/task/assigner/TaskAssigner.java
* (add) helix-core/src/main/java/org/apache/helix/task/assigner/TaskAssignResult.java
",helix
HELIX-714,16537564,2018-07-09T20:57:30.023+0000,2018-07-09T20:57:30.023+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1483 (See [https://builds.apache.org/job/helix/1483/])
[HELIX-714] [HaaS] Fix aggregate metrics in ClusterStatusMonitor (narendly: rev 8a6ac8ff278aa9b4ad8445700266af820d0d62cc)
* (edit) helix-core/src/main/java/org/apache/helix/monitoring/mbeans/ResourceMonitor.java
* (edit) helix-core/src/test/java/org/apache/helix/monitoring/mbeans/TestClusterAggregateMetrics.java
* (edit) helix-core/src/main/java/org/apache/helix/monitoring/mbeans/ClusterStatusMonitorMBean.java
* (edit) helix-core/src/main/java/org/apache/helix/monitoring/mbeans/ClusterStatusMonitor.java
",helix
HELIX-713,16537425,2018-07-09T19:11:34.245+0000,2018-07-09T19:11:34.245+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user narendly opened a pull request:

    https://github.com/apache/helix/pull/213

     [HELIX-713] Remove unused imports in TaskAssignmentCalculator

    
    [HELIX-713] Remove unused imports in TaskAssignmentCalculator

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/narendly/helix 1301279

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/213.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #213
    
----
commit 7ab70a3d57454a8836cd13d8bb172e2b460474f6
Author: Hunter Lee <narendly@...>
Date:   2018-07-09T19:09:30Z

    [HELIX-713] Remove unused imports in TaskAssignmentCalculator

----
",helix
HELIX-713,16537558,2018-07-09T20:51:31.672+0000,2018-07-09T20:51:31.672+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/213
",helix
HELIX-713,16537560,2018-07-09T20:54:39.740+0000,2018-07-09T20:54:39.740+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1482 (See [https://builds.apache.org/job/helix/1482/])
[HELIX-713] Remove unused imports in TaskAssignmentCalculator (narendly: rev e1ca65193973045b2a372190740b1d9b4a78c5d8)
* (edit) helix-core/src/main/java/org/apache/helix/task/GenericTaskAssignmentCalculator.java
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskAssignmentCalculator.java
* (edit) helix-core/src/main/java/org/apache/helix/task/FixedTargetTaskAssignmentCalculator.java
",helix
HELIX-712,16537697,2018-07-09T22:22:01.553+0000,2018-07-09T22:22:01.553+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/212
",helix
HELIX-711,16537413,2018-07-09T19:01:44.917+0000,2018-07-09T19:01:44.917+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1480 (See [https://builds.apache.org/job/helix/1480/])
[HELIX-711]  Allow downward state transition during recovery and add (narendly: rev 37f3d4c8dadd7cadeebad4fb41e2d4b1c38601fa)
* (edit) helix-core/src/test/java/org/apache/helix/controller/stages/TestIntermediateStateCalcStage.java
* (add) helix-core/src/test/java/org/apache/helix/controller/stages/TestRecoveryLoadBalance.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/IntermediateStateCalcStage.java
* (add) helix-core/src/test/resources/TestRecoveryLoadBalance.MasterSlave.json
* (add) helix-core/src/test/resources/TestRecoveryLoadBalance.OnlineOffline.json
* (edit) helix-core/src/main/java/org/apache/helix/api/config/StateTransitionThrottleConfig.java
* (edit) helix-core/src/main/java/org/apache/helix/model/ClusterConfig.java
",helix
HELIX-710,16526817,2018-06-28T21:48:13.136+0000,2018-06-28T21:48:13.136+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/209

    [HELIX-710] Create abstract state model for distributed leader standby helix service

    This RB abstracts a leader standby state model that helix services such as controller or other services  would commonly use. This reduces duplicated code and simplifies state model implementation.

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/abstract-ls-state-model

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/209.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #209
    
----
commit 4a99bc43c6f22e478a49fb7f2bbac42d608f17b5
Author: Harry Zhang <hrzhang@...>
Date:   2018-06-28T21:32:51Z

    [HELIX-710] Create abstract state model for distributed leader standby helix service

----
",helix
HELIX-710,16526856,2018-06-28T22:23:17.806+0000,2018-06-28T22:23:17.806+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/209
",helix
HELIX-710,16526858,2018-06-28T22:27:45.993+0000,2018-06-28T22:27:45.993+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1477 (See [https://builds.apache.org/job/helix/1477/])
[HELIX-710] Create abstract state model for distributed leader standby (hrzhang: rev 4a99bc43c6f22e478a49fb7f2bbac42d608f17b5)
* (edit) helix-core/src/main/java/org/apache/helix/participant/DistClusterControllerStateModel.java
* (add) helix-core/src/main/java/org/apache/helix/participant/AbstractHelixLeaderStandbyStateModel.java
",helix
HELIX-709,16526801,2018-06-28T21:28:42.227+0000,2018-06-28T21:28:42.227+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/208

    [HELIX-709] Prepare controller stages for async execution

    - Implemented AbstractAsyncBaseStage
    - Refactored TEVCalcState and PersistAssignmentStage to use AbstractAsyncBaseStage

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/aabs

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/208.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #208
    
----
commit 9080c64429d724aa959207411ca06d690f5ee840
Author: Harry Zhang <hrzhang@...>
Date:   2018-06-28T21:25:21Z

    [HELIX-709] Prepare controller stages for async execution

----
",helix
HELIX-709,16526969,2018-06-29T00:38:51.238+0000,2018-06-29T00:38:51.238+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/208
",helix
HELIX-709,16526974,2018-06-29T00:43:02.535+0000,2018-06-29T00:43:02.535+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1478 (See [https://builds.apache.org/job/helix/1478/])
[HELIX-709] Prepare controller stages for async execution (hrzhang: rev d22adbf9760316118dd8e6eda5aba4219e399a60)
* (edit) helix-core/src/main/java/org/apache/helix/controller/pipeline/AbstractBaseStage.java
* (delete) helix-core/src/main/java/org/apache/helix/controller/stages/AsyncWorkerType.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/PersistAssignmentStage.java
* (add) helix-core/src/main/java/org/apache/helix/controller/pipeline/AsyncWorkerType.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/pipeline/Pipeline.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/TargetExteralViewCalcStage.java
* (add) helix-core/src/main/java/org/apache/helix/controller/pipeline/AbstractAsyncBaseStage.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/AttributeName.java
* (edit) helix-core/src/test/java/org/apache/helix/integration/common/ZkIntegrationTestBase.java
",helix
HELIX-709,16537428,2018-07-09T19:19:15.052+0000,2018-07-09T19:19:15.052+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/214

    [HELIX-709] Move external view calculation to async stage and re-organize pipeline

    - Separated controller pipeline to execute external view compute async and as early as possible
    - renamed AbstractAsyncBaseStage
    - fixed NPE in callback handler
    - all tests passed

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/async-ev

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/214.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #214
    
----
commit 542fbc840a167986a40bd57f3c5660d294acb63c
Author: Harry Zhang <hrzhang@...>
Date:   2018-07-09T19:16:56Z

    [HELIX-709] Move external view calculation to async stage and re-organize pipeline

----
",helix
HELIX-709,16537546,2018-07-09T20:47:24.169+0000,2018-07-09T20:47:24.169+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/214
",helix
HELIX-709,16537556,2018-07-09T20:50:54.143+0000,2018-07-09T20:50:54.143+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1481 (See [https://builds.apache.org/job/helix/1481/])
[HELIX-709] Move external view calculation to async stage and (hrzhang: rev 542fbc840a167986a40bd57f3c5660d294acb63c)
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/ExternalViewComputeStage.java
* (edit) helix-core/src/test/java/org/apache/helix/ZkUnitTestBase.java
* (edit) helix-core/src/main/java/org/apache/helix/manager/zk/CallbackHandler.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/pipeline/AsyncWorkerType.java
",helix
HELIX-707,16524340,2018-06-26T23:37:20.790+0000,2018-06-26T23:37:20.790+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user jiajunwang opened a pull request:

    https://github.com/apache/helix/pull/207

    [HELIX-707] Fix topstate handoff metrics.

    We've confirmed a bug in the logic that calculates topstate handoff duration.
    With this issue, if the previous master instance is offline, an older handoff start time could be used to calculate the duration.
    This results in huge handoff duration in the Helix metrics.
    This change will fix this bug. If the previous node that holds topstate replica goes to offline, the offline time will be used as the start time.

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/jiajunwang/helix master

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/207.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #207
    
----
commit 7753b602cee6d08a8326a68f899cb089378aae9f
Author: Jiajun Wang <jjwang@...>
Date:   2018-04-27T17:56:43Z

    Fix topstate handoff metrics.
    
    We've confirmed a bug in the logic that calculates topstate handoff duration.
    With this issue, if the previous master instance is offline, an older handoff start time could be used to calculate the duration.
    This results in huge handoff duration in the Helix metrics.
    This change will fix this bug. If the previous node that holds topstate replica goes to offline, the offline time will be used as the start time.
    
    RB=1295351
    G=helix-reviewers
    A=lxia,hrzhang

----
",helix
HELIX-707,16524390,2018-06-27T00:47:02.306+0000,2018-06-27T00:47:02.306+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/207
",helix
HELIX-706,16524313,2018-06-26T23:08:01.218+0000,2018-06-26T23:08:01.218+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/206

    [HELIX-706] process tev and persist assignment asynchronously

    Added async worker in generic helix controller to process persist assignment stage and tev generation state asynchronously

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/async-ev

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/206.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #206
    
----
commit bb4ffd7e5663377427a5ad5988948659dd0db378
Author: Harry Zhang <hrzhang@...>
Date:   2018-06-26T23:05:50Z

    [HELIX-706] process tev and persist assignment asynchronously

----
",helix
HELIX-706,16526787,2018-06-28T21:19:10.744+0000,2018-06-28T21:19:10.744+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/206
",helix
HELIX-706,16526795,2018-06-28T21:25:11.782+0000,2018-06-28T21:25:11.782+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1476 (See [https://builds.apache.org/job/helix/1476/])
[HELIX-706] process tev and persist assignment asynchronously (hrzhang: rev 7a2b9693d49d578ac9121a944f1b469c2f2316d9)
* (edit) helix-core/src/main/java/org/apache/helix/common/DedupEventProcessor.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/AttributeName.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/ClusterDataCache.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/PersistAssignmentStage.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/pipeline/AbstractBaseStage.java
* (add) helix-core/src/main/java/org/apache/helix/controller/stages/AsyncWorkerType.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/TargetExteralViewCalcStage.java
",helix
HELIX-705,16522917,2018-06-25T23:00:24.673+0000,2018-06-25T23:00:24.673+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/204

    [HELIX-705]: Participant duplicated state transition handling rework

    Re-implemented helix task executor state transition message dedup logic, and added tests for verifying it:
    
    - Duplicated message in same batch: discard the later one
    - Duplicated message in different batches, the later one should be discarded if the first one is in progress
    - During state transition, we should not rely on current state delta to get partition's current state, but should lock on state model def (thread safety)
    - Duplicated state transition (toState == currentState) should not result in error, which is confusion, but should report success

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/participant-st-dedup

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/204.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #204
    
----
commit 04f1ba9701ccfb4c55d44ab4bc159577c3afd68b
Author: Harry Zhang <hrzhang@...>
Date:   2018-06-25T22:55:14Z

    [HELIX-705]: Participant duplicated state transition handling rework

----
",helix
HELIX-705,16524288,2018-06-26T22:35:57.269+0000,2018-06-26T22:35:57.269+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/204
",helix
HELIX-705,16524291,2018-06-26T22:39:18.032+0000,2018-06-26T22:39:18.032+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1471 (See [https://builds.apache.org/job/helix/1471/])
[HELIX-705]: Participant duplicated state transition handling rework (hrzhang: rev 8dc19afb9b70d262da0eb2081840d65f2a031122)
* (edit) helix-core/src/main/java/org/apache/helix/messaging/handling/HelixStateTransitionHandler.java
* (edit) helix-core/src/test/java/org/apache/helix/messaging/handling/TestHelixTaskExecutor.java
* (edit) helix-core/src/main/java/org/apache/helix/messaging/handling/HelixTaskExecutor.java
* (edit) helix-core/src/main/java/org/apache/helix/messaging/handling/HelixTask.java
",helix
HELIX-704,16524269,2018-06-26T22:14:56.580+0000,2018-06-26T22:14:56.580+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1469 (See [https://builds.apache.org/job/helix/1469/])
[HELIX-704] Refactor IntermediateState and throttling code (narendly: rev 323fbd049ed84a17ca8a2a00019bf76d51f5346e)
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/IntermediateStateCalcStage.java
* (edit) helix-core/src/main/java/org/apache/helix/api/config/StateTransitionThrottleConfig.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/StateTransitionThrottleController.java
",helix
