issue_key,issue_summary,issue_type,issue_status,issue_components,issue_description,issue_priority,issue_affects_versions,issue_fix_versions,issue_labels,issue_votes,issue_watchers,issue_created_datetimetz,issue_updated_datetimetz,issue_creator_id,issue_creator_name,issue_creator_timezone,issue_assignee_id,issue_assignee_name,issue_assignee_timezone,issue_reporter_id,issue_reporter_name,issue_reporter_timezone,issue_resolution,issue_resolution_datetimetz,project
HELIX-724,Refactor AssignableInstanceManager,Improvement,To Do,"","This RB refactors AssignableInstanceManager's constructor so that the actual building of AssignableInstances is separated into another public method. This allows the instantiation of AssignableInstanceManager in TaskDataCache without having to provide metadata for building AssignableInstances.

ChangeList:
1. Add an empty constructor
2. Put build logic in a separate method
3. A boolean flag was added for buildAssignableInstances() to prevent it from building AssignableInstance objects from scratch every time this method is called by TaskDataCache's refresh()",Major,"","","",0,1,2018-07-10T01:39:00.000+0000,2018-07-10T01:39:00.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-723,[TEST] Remove null statement from AssignableInstanceManagerControllerSwitch,Improvement,To Do,"","Controller was set to null during development of the test and never got removed after finishing writing the test, which caused an NPE.

Changelist:
1. Remove an old null statement in the test",Major,"","","",0,2,2018-07-10T01:33:03.000+0000,2018-07-10T19:19:30.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-722,Add quotaType field to WorkflowConfig and JobConfig,Improvement,To Do,"","WorkflowConfig and JobConfig define workflows and jobs respectively. In order to support job scheduling based on quota types, we need to associate workflows and jobs with quota types and provide APIs for get/set accordingly.

ChangeList:
1. Workflow and Job Config have APIs added for quota type support
2. Code formatting per Helix code formatter",Major,"","","",0,2,2018-07-10T01:31:20.000+0000,2018-07-10T19:19:30.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-721,Clean up code in ClusterDataCache,Improvement,To Do,"",Clean up code in ClusterDataCache,Major,"","","",0,2,2018-07-10T01:26:59.000+0000,2018-07-10T19:19:29.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-720,[TASK] Implement AssignableInstanceManager,Improvement,To Do,"",AssignableInstanceManager supports job quotas in Task Framework by 1. Re-creates AssignableInstance map with correct resource usage based on TaskContexts 2. Provides an update API that refreshes instances and configs.,Major,"","","",0,2,2018-07-10T00:07:20.000+0000,2018-07-10T01:28:00.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-719,[HELIX] Verify downward load balance and fix TestPartitionMovementThrottle,Improvement,To Do,"","TestPartitionMovementThrottle was failing after the improvement was made in IntermediateCalcStage so that downward load balance will take place while recovery balance is happening. In the process of fixing the test, 1. It was verified by hand that downward load balance is being correctly throttled as defined by the user in StateTransitionThrottleConfig. 2. An appropriate parameter adjustment was made to account for both recovery and load balance happening in the same pipeline iteration.",Major,"","","",0,3,2018-07-09T23:47:48.000+0000,2018-07-10T21:30:01.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-718,Implement TaskAssignment logics,Task,To Do,"","Implement assignment logics:

TaskAssigner, TaskAssignResult, AssignableInstance",Major,"","","",0,3,2018-07-09T21:21:48.000+0000,2018-07-09T23:43:42.000+0000,hzzh0301,Harry Zhang,Etc/UTC,,,,hzzh0301,Harry Zhang,Etc/UTC,,,helix
HELIX-717,"Add api for get / set quota type, ratio and participant capacity",Task,To Do,"",This is needed for supporting quota based task assignment,Major,"","","",0,3,2018-07-09T21:07:43.000+0000,2018-07-09T22:22:21.000+0000,hzzh0301,Harry Zhang,Etc/UTC,,,,hzzh0301,Harry Zhang,Etc/UTC,,,helix
HELIX-716,[HELIX] Make downward load balance also be subject to StateTransitionThrottleConfig,Improvement,To Do,"","In the previous implementation of allowing downward transitions, downward transitions were not subject to any throttling constraints. In this change, downward load balance transitions are made subject to the throttling constraints.",Major,"","","",0,2,2018-07-09T20:13:44.000+0000,2018-07-09T23:47:07.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-715,Add NOP classes for quota management support,Improvement,To Do,"","The following classes and interfaces were added: TaskAssigner, AssignableInstance, and TaskAssignResult.",Major,"","","",0,2,2018-07-09T19:26:16.000+0000,2018-07-09T21:04:18.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-714,[HaaS] Fix aggregate metrics in ClusterStatusMonitor,Improvement,To Do,"",Names of the metrics have been fixed per Helix's convention and loops are now used instead of using delta values.,Major,"","","",0,2,2018-07-09T19:24:18.000+0000,2018-07-09T20:57:30.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-713,Remove unused imports in TaskAssignmentCalculator,Improvement,To Do,"",Remove unused imports in TaskAssignmentCalculator,Major,"","","",0,3,2018-07-09T19:09:11.000+0000,2018-07-09T20:54:39.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-712,Backward compatibility of the rebalance algorithm,Bug,Done,"","For keeping CRUSHed stable, we need to split the logic changes made for constraint based rebalance strategy. Otherwise, some improvement will change the original assignment.",Major,"","","",0,2,2018-07-09T19:08:39.000+0000,2018-07-10T18:22:45.000+0000,jiajunwang,Jiajun Wang,America/Los_Angeles,jiajunwang,Jiajun Wang,America/Los_Angeles,jiajunwang,Jiajun Wang,America/Los_Angeles,Fixed,2018-07-10T18:22:45.000+0000,helix
HELIX-711,Allow downward state transition during recovery and add recovery threshold,Improvement,To Do,"","# Previously, a single partition requiring recovery balance would block all types of load-balance. This commit allows all downward state transitions (load balance) to happen even when recovery balance is happening in the same cycle.
 # As for non-downward state transitions load-balance, a parameter, ErrorOrRecoveryPartitionThresholdForLoadBalance, was added to ClusterConfig. If the number of partitions requiring recovery is lower than the threshold, non-downward load-balance will take place in the same cycle as recovery balance; otherwise, non-downward load-balance will not take place in the same cycle.",Major,"","","",0,2,2018-06-29T01:05:44.000+0000,2018-07-09T19:01:44.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-710,Create abstract state model for distributed leader standby helix service,Task,To Do,"","In order to implement state model def for other helix services, I'd prefer to abstract an interface that helix service would use, to avoid duplicated code.

AC:
 - implement AbstractHelixLeaderStandbyStateModel and implement cluster controller state model with it. The abstract model can also be used by other helix services",Major,"","","",0,3,2018-06-28T21:31:45.000+0000,2018-06-28T22:27:45.000+0000,hzzh0301,Harry Zhang,Etc/UTC,,,,hzzh0301,Harry Zhang,Etc/UTC,,,helix
HELIX-709,Prepare controller stages for async execution,Task,To Do,"","There are a couple of stages in helix controller that can be executed asynchronously, but each execution should be done in order. Currently for helix controller, we have a thread pool for un-ordered execution, but we also need one for ordered execution.

In this ticket should do the following:
1. Create a pool of configurable workers using DedupEventProcessor
2. Create AbstractAsyncBaseStage for those stages that can be executed asynchronously to share common code

AC:
Create AbstractAsyncBaseStage and DedupFIFOWorkerPool for async execution, pass all tests.",Major,"","","",0,3,2018-06-28T21:23:05.000+0000,2018-07-09T20:50:54.000+0000,hzzh0301,Harry Zhang,Etc/UTC,,,,hzzh0301,Harry Zhang,Etc/UTC,,,helix
HELIX-708,Prepare controller stages for async execution,Task,To Do,"","There are a couple of stages in helix controller that can be executed asynchronously, but each execution should be done in order. Currently for helix controller, we have a thread pool for un-ordered execution, but we also need one for ordered execution.

In this ticket should do the following:
1. Create a pool of configurable workers using DedupEventProcessor
2. Create AbstractAsyncBaseStage for those stages that can be executed asynchronously to share common code

AC:
Create AbstractAsyncBaseStage and DedupFIFOWorkerPool for async execution, pass all tests.",Major,"","","",0,1,2018-06-26T23:10:04.000+0000,2018-06-26T23:10:04.000+0000,hzzh0301,Harry Zhang,Etc/UTC,,,,hzzh0301,Harry Zhang,Etc/UTC,,,helix
HELIX-707,Fix topstate handoff metrics.,Bug,Done,"","We've confirmed a bug in the logic that calculates topstate handoff duration.
With this issue, if the previous master instance is offline, an older handoff start time could be used to calculate the duration.
This results in huge handoff duration in the Helix metrics.",Major,0.8.x,"","",0,2,2018-06-26T23:00:36.000+0000,2018-07-09T19:04:16.000+0000,jiajunwang,Jiajun Wang,America/Los_Angeles,jiajunwang,Jiajun Wang,America/Los_Angeles,jiajunwang,Jiajun Wang,America/Los_Angeles,Fixed,2018-07-09T19:04:16.000+0000,helix
HELIX-706,ExternalViewGeneration should be executed asynchronously in Helix controller,Task,To Do,"","EV generation should not block helix resource rebalance. According to our profiling results, external view generation takes ~ 1/5 of the pipeline latency.

The goal is to generate external view asynchronously, and hopefully we can have 20% improvement in rebalance pipeline",Major,"","","",0,3,2018-06-26T00:24:00.000+0000,2018-06-28T21:25:11.000+0000,hzzh0301,Harry Zhang,Etc/UTC,,,,hzzh0301,Harry Zhang,Etc/UTC,,,helix
HELIX-705,Participant duplicated state transition handling rework,Task,To Do,"","Helix should have some re-work on participant side message handling:
 - Duplicated message in same batch: discard the later one
 - Duplicated message in different batches, the later one should be discarded if the first one is in progress
 - During state transition, we should not rely on current state delta to get partition's current state, but should lock on state model def (thread safety)
 - Duplicated state transition (toState == currentState) should not result in error, which is confusion, but should report success",Major,"","","",0,3,2018-06-25T22:51:40.000+0000,2018-06-26T22:39:18.000+0000,hzzh0301,Harry Zhang,Etc/UTC,,,,hzzh0301,Harry Zhang,Etc/UTC,,,helix
HELIX-704,Refactor IntermediateState and throttling code,Improvement,To Do,helix-core,"Refactor IntermediateState and throttling code with comments.

Changelist:
1. Add clear comments/JavaDoc/log messages
2. Rename confusing variable names and typos
3. A few small micro-optimizations

There is no change in the code logic",Major,"","","",0,2,2018-06-25T21:54:48.000+0000,2018-06-26T22:14:56.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-703,Change print statement to log statement,Improvement,To Do,helix-core,Change print statement to log statement,Major,"","","",0,3,2018-06-25T21:28:31.000+0000,2018-06-26T22:14:55.000+0000,narendly,Hunter L,America/Los_Angeles,,,,narendly,Hunter L,America/Los_Angeles,,,helix
HELIX-702,Fix Some Potential NPE,Bug,To Do,"","We have developed a static analysis tool [NPEDetector|https://github.com/lujiefsi/NPEDetector] to find some potential NPE. Our analysis shows that some callees may return null in corner case(e.g. node crash , IO exception), some of their callers have  _!=null_ check but some do not have. In this issue we post a patch which can add  !=null  based on existed !=null  check. For example:

Callee ClusterDataCache#getStateModelDef:
{code:java}
public StateModelDefinition getStateModelDef(String stateModelDefRef) {
  if (stateModelDefRef == null) {
    return null;
  }
  return _stateModelDefMap.get(stateModelDefRef);
}
{code}
Caller AutoRebalancer#computeNewIdealState have _!=null_:
{code:java}
StateModelDefinition stateModelDef = clusterData.getStateModelDef(stateModelName);
if (stateModelDef == null) {
  LOG.error(""State Model Definition null for resource: "" + resourceName);
  throw new HelixException(""State Model Definition null for resource: "" + resourceName);
}
{code}
but another caller DelayedAutoRebalancer#computeNewIdealState does not have !=null check:
{code:java}
StateModelDefinition stateModelDef =
    clusterData.getStateModelDef(currentIdealState.getStateModelDefRef());
LinkedHashMap<String, Integer> stateCountMap =
    stateModelDef.getStateCountMap(activeNodes.size(), replicaCount);
{code}
So we will add below code in non-(!=null) caller DelayedAutoRebalancer#computeNewIdealState
{code:java}
if (stateModelDef == null) {
    throw new HelixException(""State Model Definition null for resource:"" + resourceName);
}{code}
 

But due to we are not very  familiar with HELIX, hope some expert can review it.

Thanks.",Major,"","","",0,1,2018-04-30T03:42:09.000+0000,2018-04-30T03:42:57.000+0000,leigong,brettkk,Etc/UTC,,,,leigong,brettkk,Etc/UTC,,,helix
HELIX-701,Potential ugly NPE,Bug,To Do,"","We have developed a static analysis tool [NPEDetector|https://github.com/lujiefsi/NPEDetector] to find some potential NPE. Our analysis shows that some callees may return null in corner case(e.g. node crash , IOException), some of their callers have  _!=null_ check but some do not have. In this issue we post a patch which can add  !=null  based on existed !=null  check. For example:

ZkGrep#parseZkSnapshot:
{code:java}
  return retFiles;
} catch (Exception e) {
  LOG.error(""fail to parse zkSnapshot: "" + lastZkSnapshot, e);
}

return null;{code}
So parseZkSnapshot will return null while IOException happens. but its caller ZkGrep#processCommandLineArgs have no null checker:
{code:java}
File[] lastZkSnapshot = parseZkSnapshot(zkDataDirs[1], byTime);

// lastZkSnapshot[1] is the parsed last snapshot by byTime
grepZkSnapshot(lastZkSnapshot[1], patterns);
{code}
We should terminate the process while  lastZkSnapshot == null ",Major,"","","",0,3,2018-04-29T08:09:20.000+0000,2018-05-11T03:02:23.000+0000,leigong,brettkk,Etc/UTC,,,,leigong,brettkk,Etc/UTC,,,helix
